Station,Date(NZST),Time(NZST),Amount(mm),Period(Hrs),Freq
22719,20171104,2200,0.0,1,H
37852,20171104,2200,0.0,1,H
22719,20171104,2300,0.0,1,H
37852,20171104,2300,0.0,1,H
22719,20171105,0000,0.0,1,H
37852,20171105,0000,0.0,1,H
22719,20171105,0100,0.0,1,H
37852,20171105,0100,0.0,1,H
22719,20171105,0200,0.0,1,H
37852,20171105,0200,0.0,1,H
22719,20171105,0300,0.0,1,H
37852,20171105,0300,0.0,1,H
22719,20171105,0400,0.0,1,H
37852,20171105,0400,0.0,1,H
22719,20171105,0500,0.0,1,H
37852,20171105,0500,0.0,1,H
22719,20171105,0600,0.0,1,H
37852,20171105,0600,0.0,1,H
22719,20171105,0700,0.0,1,H
37852,20171105,0700,0.0,1,H
22719,20171105,0800,0.0,1,H
37852,20171105,0800,0.0,1,H
22719,20171105,0900,0.0,1,H
37852,20171105,0900,0.0,1,H
22719,20171105,1000,0.0,1,H
37852,20171105,1000,0.0,1,H
22719,20171105,1100,0.0,1,H
37852,20171105,1100,0.0,1,H
22719,20171105,1200,0.0,1,H
37852,20171105,1200,0.0,1,H
22719,20171105,1300,0.0,1,H
37852,20171105,1300,0.0,1,H
22719,20171105,1400,0.0,1,H
37852,20171105,1400,0.0,1,H
22719,20171105,1500,0.0,1,H
37852,20171105,1500,0.0,1,H
22719,20171105,1600,0.0,1,H
37852,20171105,1600,0.0,1,H
22719,20171105,1700,0.0,1,H
37852,20171105,1700,0.0,1,H
22719,20171105,1800,0.0,1,H
37852,20171105,1800,0.0,1,H
22719,20171105,1900,0.0,1,H
37852,20171105,1900,0.0,1,H
22719,20171105,2000,0.0,1,H
37852,20171105,2000,0.0,1,H
22719,20171105,2100,0.0,1,H
37852,20171105,2100,0.0,1,H
22719,20171105,2200,0.0,1,H
37852,20171105,2200,0.0,1,H
22719,20171105,2300,0.0,1,H
37852,20171105,2300,0.0,1,H
22719,20171106,0000,0.0,1,H
37852,20171106,0000,0.0,1,H
22719,20171106,0100,0.0,1,H
37852,20171106,0100,0.0,1,H
22719,20171106,0200,0.0,1,H
37852,20171106,0200,0.0,1,H
22719,20171106,0300,0.0,1,H
37852,20171106,0300,0.0,1,H
22719,20171106,0400,0.0,1,H
37852,20171106,0400,0.0,1,H
22719,20171106,0500,0.0,1,H
37852,20171106,0500,0.0,1,H
22719,20171106,0600,0.0,1,H
37852,20171106,0600,0.0,1,H
22719,20171106,0700,0.0,1,H
37852,20171106,0700,0.0,1,H
22719,20171106,0800,0.0,1,H
37852,20171106,0800,0.0,1,H
22719,20171106,0900,0.0,1,H
37852,20171106,0900,0.0,1,H
22719,20171106,1000,0.0,1,H
37852,20171106,1000,0.0,1,H
22719,20171106,1100,0.0,1,H
37852,20171106,1100,0.0,1,H
22719,20171106,1200,0.0,1,H
37852,20171106,1200,0.0,1,H
22719,20171106,1300,0.0,1,H
37852,20171106,1300,0.0,1,H
22719,20171106,1400,0.0,1,H
37852,20171106,1400,0.0,1,H
22719,20171106,1500,0.0,1,H
37852,20171106,1500,0.0,1,H
22719,20171106,1600,0.0,1,H
37852,20171106,1600,0.0,1,H
22719,20171106,1700,0.0,1,H
37852,20171106,1700,0.0,1,H
22719,20171106,1800,0.0,1,H
37852,20171106,1800,0.0,1,H
22719,20171106,1900,0.0,1,H
37852,20171106,1900,0.0,1,H
22719,20171106,2000,0.0,1,H
37852,20171106,2000,0.0,1,H
22719,20171106,2100,0.0,1,H
37852,20171106,2100,0.0,1,H
22719,20171106,2200,0.0,1,H
37852,20171106,2200,0.0,1,H
22719,20171106,2300,0.0,1,H
37852,20171106,2300,0.0,1,H
22719,20171107,0000,0.0,1,H
37852,20171107,0000,0.0,1,H
22719,20171107,0100,0.0,1,H
37852,20171107,0100,0.0,1,H
22719,20171107,0200,0.0,1,H
37852,20171107,0200,0.0,1,H
22719,20171107,0300,0.0,1,H
37852,20171107,0300,0.0,1,H
22719,20171107,0400,0.0,1,H
37852,20171107,0400,0.0,1,H
22719,20171107,0500,0.0,1,H
37852,20171107,0500,0.0,1,H
22719,20171107,0600,0.0,1,H
37852,20171107,0600,0.0,1,H
22719,20171107,0700,0.0,1,H
37852,20171107,0700,0.0,1,H
22719,20171107,0800,0.0,1,H
37852,20171107,0800,0.0,1,H
22719,20171107,0900,0.0,1,H
37852,20171107,0900,0.0,1,H
22719,20171107,1000,0.0,1,H
37852,20171107,1000,0.0,1,H
22719,20171107,1100,0.0,1,H
37852,20171107,1100,0.0,1,H
22719,20171107,1200,0.0,1,H
37852,20171107,1200,0.0,1,H
22719,20171107,1300,0.0,1,H
37852,20171107,1300,0.0,1,H
22719,20171107,1400,0.0,1,H
37852,20171107,1400,0.0,1,H
22719,20171107,1500,0.0,1,H
37852,20171107,1500,0.0,1,H
22719,20171107,1600,0.0,1,H
37852,20171107,1600,0.0,1,H
22719,20171107,1700,0.0,1,H
37852,20171107,1700,0.0,1,H
22719,20171107,1800,0.0,1,H
37852,20171107,1800,0.0,1,H
22719,20171107,1900,0.0,1,H
37852,20171107,1900,0.0,1,H
22719,20171107,2000,0.0,1,H
37852,20171107,2000,0.0,1,H
22719,20171107,2100,0.0,1,H
37852,20171107,2100,0.0,1,H
22719,20171107,2200,0.0,1,H
37852,20171107,2200,0.0,1,H
22719,20171107,2300,0.0,1,H
37852,20171107,2300,0.0,1,H
22719,20171108,0000,0.6,1,H
37852,20171108,0000,0.0,1,H
22719,20171108,0100,0.1,1,H
37852,20171108,0100,0.1,1,H
22719,20171108,0200,0.0,1,H
37852,20171108,0200,0.0,1,H
22719,20171108,0300,0.8,1,H
37852,20171108,0300,1.0,1,H
22719,20171108,0400,0.0,1,H
37852,20171108,0400,0.0,1,H
22719,20171108,0500,1.3,1,H
37852,20171108,0500,0.3,1,H
22719,20171108,0600,0.6,1,H
37852,20171108,0600,3.4,1,H
22719,20171108,0700,4.0,1,H
37852,20171108,0700,3.0,1,H
22719,20171108,0800,0.7,1,H
37852,20171108,0800,0.0,1,H
22719,20171108,0900,0.1,1,H
37852,20171108,0900,0.3,1,H
22719,20171108,1000,0.0,1,H
37852,20171108,1000,0.0,1,H
22719,20171108,1100,0.0,1,H
37852,20171108,1100,0.0,1,H
22719,20171108,1200,0.0,1,H
37852,20171108,1200,0.0,1,H
22719,20171108,1300,0.0,1,H
37852,20171108,1300,0.0,1,H
22719,20171108,1400,0.0,1,H
37852,20171108,1400,0.0,1,H
22719,20171108,1500,0.0,1,H
37852,20171108,1500,0.0,1,H
22719,20171108,1600,0.0,1,H
37852,20171108,1600,0.0,1,H
22719,20171108,1700,0.0,1,H
37852,20171108,1700,0.0,1,H
22719,20171108,1800,0.0,1,H
37852,20171108,1800,0.0,1,H
22719,20171108,1900,0.0,1,H
37852,20171108,1900,0.0,1,H
22719,20171108,2000,0.0,1,H
37852,20171108,2000,0.0,1,H
22719,20171108,2100,0.0,1,H
37852,20171108,2100,0.0,1,H
22719,20171108,2200,0.0,1,H
37852,20171108,2200,0.0,1,H
22719,20171108,2300,0.0,1,H
37852,20171108,2300,0.0,1,H
22719,20171109,0000,0.0,1,H
37852,20171109,0000,0.0,1,H
22719,20171109,0100,0.0,1,H
37852,20171109,0100,0.0,1,H
22719,20171109,0200,0.0,1,H
37852,20171109,0200,0.0,1,H
22719,20171109,0300,0.0,1,H
37852,20171109,0300,0.0,1,H
22719,20171109,0400,0.0,1,H
37852,20171109,0400,0.0,1,H
22719,20171109,0500,0.0,1,H
37852,20171109,0500,0.0,1,H
22719,20171109,0600,0.0,1,H
37852,20171109,0600,0.0,1,H
22719,20171109,0700,0.0,1,H
37852,20171109,0700,0.0,1,H
22719,20171109,0800,0.0,1,H
37852,20171109,0800,0.0,1,H
22719,20171109,0900,0.0,1,H
37852,20171109,0900,0.0,1,H
22719,20171109,1000,0.0,1,H
37852,20171109,1000,0.0,1,H
22719,20171109,1100,0.0,1,H
37852,20171109,1100,0.0,1,H
22719,20171109,1200,0.0,1,H
37852,20171109,1200,0.0,1,H
22719,20171109,1300,0.0,1,H
37852,20171109,1300,0.0,1,H
22719,20171109,1400,0.0,1,H
37852,20171109,1400,0.0,1,H
22719,20171109,1500,0.0,1,H
37852,20171109,1500,0.0,1,H
22719,20171109,1600,0.0,1,H
37852,20171109,1600,0.0,1,H
22719,20171109,1700,0.0,1,H
37852,20171109,1700,0.0,1,H
22719,20171109,1800,0.0,1,H
37852,20171109,1800,0.0,1,H
22719,20171109,1900,0.0,1,H
37852,20171109,1900,0.0,1,H
22719,20171109,2000,0.0,1,H
37852,20171109,2000,0.0,1,H
22719,20171109,2100,0.0,1,H
37852,20171109,2100,0.0,1,H
22719,20171109,2200,0.0,1,H
37852,20171109,2200,0.0,1,H
22719,20171109,2300,0.0,1,H
37852,20171109,2300,0.0,1,H
22719,20171110,0000,0.0,1,H
37852,20171110,0000,0.0,1,H
22719,20171110,0100,0.0,1,H
37852,20171110,0100,0.0,1,H
22719,20171110,0200,0.0,1,H
37852,20171110,0200,0.0,1,H
22719,20171110,0300,0.0,1,H
37852,20171110,0300,0.0,1,H
22719,20171110,0400,0.0,1,H
37852,20171110,0400,0.0,1,H
22719,20171110,0500,0.0,1,H
37852,20171110,0500,0.0,1,H
22719,20171110,0600,0.0,1,H
37852,20171110,0600,0.0,1,H
22719,20171110,0700,0.0,1,H
37852,20171110,0700,0.0,1,H
22719,20171110,0800,0.0,1,H
37852,20171110,0800,0.0,1,H
22719,20171110,0900,0.0,1,H
37852,20171110,0900,0.0,1,H
22719,20171110,1000,0.0,1,H
37852,20171110,1000,0.0,1,H
22719,20171110,1100,0.0,1,H
37852,20171110,1100,0.0,1,H
22719,20171110,1200,0.0,1,H
37852,20171110,1200,0.0,1,H
22719,20171110,1300,0.0,1,H
37852,20171110,1300,0.0,1,H
22719,20171110,1400,0.0,1,H
37852,20171110,1400,0.0,1,H
22719,20171110,1500,0.0,1,H
37852,20171110,1500,0.0,1,H
22719,20171110,1600,0.0,1,H
37852,20171110,1600,0.0,1,H
22719,20171110,1700,0.0,1,H
37852,20171110,1700,0.0,1,H
22719,20171110,1800,0.0,1,H
37852,20171110,1800,0.0,1,H
22719,20171110,1900,0.0,1,H
37852,20171110,1900,0.0,1,H
22719,20171110,2000,0.0,1,H
37852,20171110,2000,0.0,1,H
22719,20171110,2100,0.0,1,H
37852,20171110,2100,0.0,1,H
22719,20171110,2200,0.0,1,H
37852,20171110,2200,0.0,1,H
22719,20171110,2300,0.0,1,H
37852,20171110,2300,0.0,1,H
22719,20171111,0000,0.0,1,H
37852,20171111,0000,0.0,1,H
22719,20171111,0100,0.0,1,H
37852,20171111,0100,0.0,1,H
22719,20171111,0200,0.0,1,H
37852,20171111,0200,0.0,1,H
22719,20171111,0300,0.0,1,H
37852,20171111,0300,0.0,1,H
22719,20171111,0400,0.0,1,H
37852,20171111,0400,0.0,1,H
22719,20171111,0500,0.0,1,H
37852,20171111,0500,0.0,1,H
22719,20171111,0600,0.0,1,H
37852,20171111,0600,0.0,1,H
22719,20171111,0700,0.0,1,H
37852,20171111,0700,0.0,1,H
22719,20171111,0800,0.0,1,H
37852,20171111,0800,0.0,1,H
22719,20171111,0900,0.0,1,H
37852,20171111,0900,0.0,1,H
22719,20171111,1000,0.0,1,H
37852,20171111,1000,0.0,1,H
22719,20171111,1100,0.0,1,H
37852,20171111,1100,0.0,1,H
22719,20171111,1200,0.0,1,H
37852,20171111,1200,0.0,1,H
22719,20171111,1300,0.0,1,H
37852,20171111,1300,0.0,1,H
22719,20171111,1400,0.0,1,H
37852,20171111,1400,0.0,1,H
22719,20171111,1500,0.0,1,H
37852,20171111,1500,0.0,1,H
22719,20171111,1600,0.0,1,H
37852,20171111,1600,0.0,1,H
22719,20171111,1700,0.0,1,H
37852,20171111,1700,0.0,1,H
22719,20171111,1800,0.0,1,H
37852,20171111,1800,0.0,1,H
22719,20171111,1900,0.0,1,H
37852,20171111,1900,0.0,1,H
22719,20171111,2000,0.0,1,H
37852,20171111,2000,0.0,1,H
22719,20171111,2100,0.0,1,H
37852,20171111,2100,0.0,1,H
22719,20171111,2200,0.0,1,H
37852,20171111,2200,0.0,1,H
22719,20171111,2300,0.0,1,H
37852,20171111,2300,0.0,1,H
22719,20171112,0000,0.0,1,H
37852,20171112,0000,0.0,1,H
22719,20171112,0100,0.0,1,H
37852,20171112,0100,0.0,1,H
22719,20171112,0200,0.0,1,H
37852,20171112,0200,0.0,1,H
22719,20171112,0300,0.0,1,H
37852,20171112,0300,0.0,1,H
22719,20171112,0400,0.0,1,H
37852,20171112,0400,0.0,1,H
22719,20171112,0500,0.0,1,H
37852,20171112,0500,0.0,1,H
22719,20171112,0600,0.0,1,H
37852,20171112,0600,0.0,1,H
22719,20171112,0700,0.0,1,H
37852,20171112,0700,0.0,1,H
22719,20171112,0800,0.0,1,H
37852,20171112,0800,0.0,1,H
22719,20171112,0900,0.0,1,H
37852,20171112,0900,0.0,1,H
22719,20171112,1000,0.0,1,H
37852,20171112,1000,0.0,1,H
22719,20171112,1100,0.0,1,H
37852,20171112,1100,0.0,1,H
22719,20171112,1200,0.0,1,H
37852,20171112,1200,0.0,1,H
22719,20171112,1300,0.0,1,H
37852,20171112,1300,0.0,1,H
22719,20171112,1400,0.0,1,H
37852,20171112,1400,0.0,1,H
22719,20171112,1500,0.0,1,H
37852,20171112,1500,0.0,1,H
22719,20171112,1600,0.0,1,H
37852,20171112,1600,0.0,1,H
22719,20171112,1700,0.0,1,H
37852,20171112,1700,0.0,1,H
22719,20171112,1800,0.0,1,H
37852,20171112,1800,0.0,1,H
22719,20171112,1900,0.0,1,H
37852,20171112,1900,0.0,1,H
22719,20171112,2000,0.0,1,H
37852,20171112,2000,0.0,1,H
22719,20171112,2100,0.0,1,H
37852,20171112,2100,0.0,1,H
22719,20171112,2200,0.0,1,H
37852,20171112,2200,0.0,1,H
22719,20171112,2300,0.0,1,H
37852,20171112,2300,0.0,1,H
22719,20171113,0000,0.0,1,H
37852,20171113,0000,0.0,1,H
22719,20171113,0100,0.0,1,H
37852,20171113,0100,0.0,1,H
22719,20171113,0200,0.0,1,H
37852,20171113,0200,0.0,1,H
22719,20171113,0300,0.0,1,H
37852,20171113,0300,0.0,1,H
22719,20171113,0400,0.0,1,H
37852,20171113,0400,0.0,1,H
22719,20171113,0500,0.0,1,H
37852,20171113,0500,0.0,1,H
22719,20171113,0600,0.0,1,H
37852,20171113,0600,0.0,1,H
22719,20171113,0700,0.0,1,H
37852,20171113,0700,0.0,1,H
22719,20171113,0800,0.0,1,H
37852,20171113,0800,0.0,1,H
22719,20171113,0900,0.0,1,H
37852,20171113,0900,0.0,1,H
22719,20171113,1000,0.0,1,H
37852,20171113,1000,0.0,1,H
22719,20171113,1100,0.0,1,H
37852,20171113,1100,0.0,1,H
22719,20171113,1200,0.0,1,H
37852,20171113,1200,0.0,1,H
22719,20171113,1300,0.0,1,H
37852,20171113,1300,0.0,1,H
22719,20171113,1400,0.0,1,H
37852,20171113,1400,0.0,1,H
22719,20171113,1500,0.0,1,H
37852,20171113,1500,0.0,1,H
22719,20171113,1600,0.0,1,H
37852,20171113,1600,0.0,1,H
22719,20171113,1700,0.0,1,H
37852,20171113,1700,0.0,1,H
22719,20171113,1800,0.0,1,H
37852,20171113,1800,0.0,1,H
22719,20171113,1900,0.0,1,H
37852,20171113,1900,0.0,1,H
22719,20171113,2000,0.0,1,H
37852,20171113,2000,0.0,1,H
22719,20171113,2100,0.0,1,H
37852,20171113,2100,0.0,1,H
22719,20171113,2200,0.0,1,H
37852,20171113,2200,0.0,1,H
22719,20171113,2300,0.0,1,H
37852,20171113,2300,0.0,1,H
22719,20171114,0000,0.0,1,H
37852,20171114,0000,0.0,1,H
22719,20171114,0100,0.0,1,H
37852,20171114,0100,0.0,1,H
22719,20171114,0200,0.0,1,H
37852,20171114,0200,0.0,1,H
22719,20171114,0300,0.0,1,H
37852,20171114,0300,0.0,1,H
22719,20171114,0400,0.0,1,H
37852,20171114,0400,0.0,1,H
22719,20171114,0500,0.0,1,H
37852,20171114,0500,0.0,1,H
22719,20171114,0600,0.0,1,H
37852,20171114,0600,0.0,1,H
22719,20171114,0700,0.0,1,H
37852,20171114,0700,0.0,1,H
22719,20171114,0800,0.0,1,H
37852,20171114,0800,0.0,1,H
22719,20171114,0900,0.0,1,H
37852,20171114,0900,0.0,1,H
22719,20171114,1000,0.0,1,H
37852,20171114,1000,0.0,1,H
22719,20171114,1100,0.0,1,H
37852,20171114,1100,3.6,1,H
22719,20171114,1200,0.0,1,H
37852,20171114,1200,1.0,1,H
22719,20171114,1300,0.0,1,H
37852,20171114,1300,0.0,1,H
22719,20171114,1400,0.4,1,H
37852,20171114,1400,0.6,1,H
22719,20171114,1500,0.0,1,H
37852,20171114,1500,0.4,1,H
22719,20171114,1600,0.0,1,H
37852,20171114,1600,0.0,1,H
22719,20171114,1700,0.0,1,H
37852,20171114,1700,0.0,1,H
22719,20171114,1800,0.0,1,H
37852,20171114,1800,0.0,1,H
22719,20171114,1900,0.0,1,H
37852,20171114,1900,0.0,1,H
22719,20171114,2000,0.0,1,H
37852,20171114,2000,0.0,1,H
22719,20171114,2100,0.0,1,H
37852,20171114,2100,0.0,1,H
22719,20171114,2200,0.0,1,H
37852,20171114,2200,0.0,1,H
22719,20171114,2300,0.0,1,H
37852,20171114,2300,0.0,1,H
22719,20171115,0000,0.0,1,H
37852,20171115,0000,0.0,1,H
22719,20171115,0100,0.0,1,H
37852,20171115,0100,0.0,1,H
22719,20171115,0200,0.0,1,H
37852,20171115,0200,0.0,1,H
22719,20171115,0300,0.0,1,H
37852,20171115,0300,0.0,1,H
22719,20171115,0400,0.0,1,H
37852,20171115,0400,0.0,1,H
22719,20171115,0500,0.0,1,H
37852,20171115,0500,0.1,1,H
22719,20171115,0600,0.0,1,H
37852,20171115,0600,0.0,1,H
22719,20171115,0700,0.0,1,H
37852,20171115,0700,0.0,1,H
22719,20171115,0800,0.0,1,H
37852,20171115,0800,0.0,1,H
22719,20171115,0900,0.0,1,H
37852,20171115,0900,1.8,1,H
22719,20171115,1000,0.0,1,H
37852,20171115,1000,0.0,1,H
22719,20171115,1100,0.0,1,H
37852,20171115,1100,0.0,1,H
22719,20171115,1200,0.0,1,H
37852,20171115,1200,0.0,1,H
22719,20171115,1300,0.0,1,H
37852,20171115,1300,0.0,1,H
22719,20171115,1400,0.0,1,H
37852,20171115,1400,0.0,1,H
22719,20171115,1500,0.0,1,H
37852,20171115,1500,0.0,1,H
22719,20171115,1600,0.0,1,H
37852,20171115,1600,0.0,1,H
22719,20171115,1700,0.0,1,H
37852,20171115,1700,0.0,1,H
22719,20171115,1800,0.0,1,H
37852,20171115,1800,0.0,1,H
22719,20171115,1900,0.0,1,H
37852,20171115,1900,0.0,1,H
22719,20171115,2000,0.0,1,H
37852,20171115,2000,0.0,1,H
22719,20171115,2100,0.0,1,H
37852,20171115,2100,0.0,1,H
22719,20171115,2200,0.0,1,H
37852,20171115,2200,0.0,1,H
22719,20171115,2300,0.0,1,H
37852,20171115,2300,0.0,1,H
22719,20171116,0000,0.0,1,H
37852,20171116,0000,0.0,1,H
22719,20171116,0100,0.0,1,H
37852,20171116,0100,0.0,1,H
22719,20171116,0200,0.0,1,H
37852,20171116,0200,0.0,1,H
22719,20171116,0300,0.0,1,H
37852,20171116,0300,0.0,1,H
22719,20171116,0400,0.0,1,H
37852,20171116,0400,0.0,1,H
22719,20171116,0500,0.0,1,H
37852,20171116,0500,0.0,1,H
22719,20171116,0600,0.0,1,H
37852,20171116,0600,0.0,1,H
22719,20171116,0700,0.0,1,H
37852,20171116,0700,0.0,1,H
22719,20171116,0800,0.0,1,H
37852,20171116,0800,0.0,1,H
22719,20171116,0900,0.0,1,H
37852,20171116,0900,0.0,1,H
22719,20171116,1000,0.0,1,H
37852,20171116,1000,0.0,1,H
22719,20171116,1100,0.0,1,H
37852,20171116,1100,0.0,1,H
22719,20171116,1200,0.0,1,H
37852,20171116,1200,0.0,1,H
22719,20171116,1300,0.0,1,H
37852,20171116,1300,0.0,1,H
22719,20171116,1400,0.0,1,H
37852,20171116,1400,0.0,1,H
22719,20171116,1500,0.0,1,H
37852,20171116,1500,0.0,1,H
22719,20171116,1600,0.0,1,H
37852,20171116,1600,0.0,1,H
22719,20171116,1700,0.0,1,H
37852,20171116,1700,0.0,1,H
22719,20171116,1800,0.0,1,H
37852,20171116,1800,0.0,1,H
22719,20171116,1900,0.0,1,H
37852,20171116,1900,0.0,1,H
22719,20171116,2000,0.0,1,H
37852,20171116,2000,0.0,1,H
22719,20171116,2100,0.0,1,H
37852,20171116,2100,0.0,1,H
22719,20171116,2200,0.0,1,H
37852,20171116,2200,0.0,1,H
22719,20171116,2300,0.0,1,H
37852,20171116,2300,0.0,1,H
22719,20171117,0000,0.0,1,H
37852,20171117,0000,0.0,1,H
22719,20171117,0100,0.0,1,H
37852,20171117,0100,0.1,1,H
22719,20171117,0200,0.0,1,H
37852,20171117,0200,0.0,1,H
22719,20171117,0300,0.0,1,H
37852,20171117,0300,0.0,1,H
22719,20171117,0400,0.0,1,H
37852,20171117,0400,0.3,1,H
22719,20171117,0500,0.0,1,H
37852,20171117,0500,0.0,1,H
22719,20171117,0600,0.0,1,H
37852,20171117,0600,0.0,1,H
22719,20171117,0700,0.0,1,H
37852,20171117,0700,0.0,1,H
22719,20171117,0800,0.0,1,H
37852,20171117,0800,0.0,1,H
22719,20171117,0900,0.0,1,H
37852,20171117,0900,0.0,1,H
22719,20171117,1000,0.0,1,H
37852,20171117,1000,0.0,1,H
22719,20171117,1100,0.0,1,H
37852,20171117,1100,0.0,1,H
22719,20171117,1200,0.0,1,H
37852,20171117,1200,0.0,1,H
22719,20171117,1300,0.0,1,H
37852,20171117,1300,0.0,1,H
22719,20171117,1400,0.0,1,H
37852,20171117,1400,0.0,1,H
22719,20171117,1500,0.0,1,H
37852,20171117,1500,0.0,1,H
22719,20171117,1600,0.0,1,H
37852,20171117,1600,0.0,1,H
22719,20171117,1700,0.0,1,H
37852,20171117,1700,0.0,1,H
22719,20171117,1800,0.0,1,H
37852,20171117,1800,0.0,1,H
22719,20171117,1900,0.0,1,H
37852,20171117,1900,0.0,1,H
22719,20171117,2000,0.0,1,H
37852,20171117,2000,0.0,1,H
22719,20171117,2100,0.0,1,H
37852,20171117,2100,0.0,1,H
22719,20171117,2200,0.0,1,H
37852,20171117,2200,0.0,1,H
22719,20171117,2300,0.0,1,H
37852,20171117,2300,0.0,1,H
22719,20171118,0000,0.0,1,H
37852,20171118,0000,0.0,1,H
22719,20171118,0100,0.0,1,H
37852,20171118,0100,0.0,1,H
22719,20171118,0200,0.0,1,H
37852,20171118,0200,0.0,1,H
22719,20171118,0300,0.0,1,H
37852,20171118,0300,0.0,1,H
22719,20171118,0400,0.0,1,H
37852,20171118,0400,0.0,1,H
22719,20171118,0500,0.0,1,H
37852,20171118,0500,0.0,1,H
22719,20171118,0600,0.0,1,H
37852,20171118,0600,0.0,1,H
22719,20171118,0700,0.0,1,H
37852,20171118,0700,0.0,1,H
22719,20171118,0800,0.0,1,H
37852,20171118,0800,0.0,1,H
22719,20171118,0900,0.0,1,H
37852,20171118,0900,0.0,1,H
22719,20171118,1000,0.0,1,H
37852,20171118,1000,0.0,1,H
22719,20171118,1100,0.0,1,H
37852,20171118,1100,0.0,1,H
22719,20171118,1200,0.0,1,H
37852,20171118,1200,0.0,1,H
22719,20171118,1300,0.0,1,H
37852,20171118,1300,0.0,1,H
22719,20171118,1400,0.0,1,H
37852,20171118,1400,0.0,1,H
22719,20171118,1500,0.0,1,H
37852,20171118,1500,0.0,1,H
22719,20171118,1600,0.2,1,H
37852,20171118,1600,0.0,1,H
22719,20171118,1700,0.1,1,H
37852,20171118,1700,0.4,1,H
22719,20171118,1800,0.0,1,H
37852,20171118,1800,1.0,1,H
22719,20171118,1900,0.2,1,H
37852,20171118,1900,0.9,1,H
22719,20171118,2000,0.8,1,H
37852,20171118,2000,0.7,1,H
22719,20171118,2100,1.5,1,H
37852,20171118,2100,1.9,1,H
22719,20171118,2200,0.7,1,H
37852,20171118,2200,0.5,1,H
22719,20171118,2300,0.0,1,H
37852,20171118,2300,0.0,1,H
22719,20171119,0000,0.0,1,H
37852,20171119,0000,0.0,1,H
22719,20171119,0100,0.0,1,H
37852,20171119,0100,0.0,1,H
22719,20171119,0200,0.0,1,H
37852,20171119,0200,0.0,1,H
22719,20171119,0300,0.0,1,H
37852,20171119,0300,0.0,1,H
22719,20171119,0400,0.0,1,H
37852,20171119,0400,0.0,1,H
22719,20171119,0500,0.5,1,H
37852,20171119,0500,0.3,1,H
22719,20171119,0600,0.3,1,H
37852,20171119,0600,1.0,1,H
22719,20171119,0700,0.6,1,H
37852,20171119,0700,0.6,1,H
22719,20171119,0800,1.0,1,H
37852,20171119,0800,0.7,1,H
22719,20171119,0900,0.5,1,H
37852,20171119,0900,0.2,1,H
22719,20171119,1000,0.0,1,H
37852,20171119,1000,0.0,1,H
22719,20171119,1100,0.0,1,H
37852,20171119,1100,0.0,1,H
22719,20171119,1200,0.0,1,H
37852,20171119,1200,0.0,1,H
22719,20171119,1300,0.0,1,H
37852,20171119,1300,0.0,1,H
22719,20171119,1400,0.0,1,H
37852,20171119,1400,0.0,1,H
22719,20171119,1500,0.0,1,H
37852,20171119,1500,0.0,1,H
22719,20171119,1600,0.0,1,H
37852,20171119,1600,0.0,1,H
22719,20171119,1700,0.0,1,H
37852,20171119,1700,0.0,1,H
22719,20171119,1800,0.0,1,H
37852,20171119,1800,0.0,1,H
22719,20171119,1900,0.0,1,H
37852,20171119,1900,0.0,1,H
22719,20171119,2000,0.0,1,H
37852,20171119,2000,0.0,1,H
22719,20171119,2100,0.0,1,H
37852,20171119,2100,0.0,1,H
22719,20171119,2200,0.0,1,H
37852,20171119,2200,0.0,1,H
22719,20171119,2300,0.0,1,H
37852,20171119,2300,0.0,1,H
22719,20171120,0000,0.0,1,H
37852,20171120,0000,0.0,1,H
22719,20171120,0100,0.0,1,H
37852,20171120,0100,0.0,1,H
22719,20171120,0200,0.0,1,H
37852,20171120,0200,0.0,1,H
22719,20171120,0300,0.0,1,H
37852,20171120,0300,0.0,1,H
22719,20171120,0400,0.0,1,H
37852,20171120,0400,0.0,1,H
22719,20171120,0500,0.0,1,H
37852,20171120,0500,0.0,1,H
22719,20171120,0600,0.0,1,H
37852,20171120,0600,0.0,1,H
22719,20171120,0700,0.0,1,H
37852,20171120,0700,0.0,1,H
22719,20171120,0800,0.0,1,H
37852,20171120,0800,0.0,1,H
22719,20171120,0900,0.0,1,H
37852,20171120,0900,0.0,1,H
22719,20171120,1000,0.0,1,H
37852,20171120,1000,0.0,1,H
22719,20171120,1100,0.0,1,H
37852,20171120,1100,0.0,1,H
22719,20171120,1200,0.0,1,H
37852,20171120,1200,0.0,1,H
22719,20171120,1300,0.0,1,H
37852,20171120,1300,0.0,1,H
22719,20171120,1400,0.0,1,H
37852,20171120,1400,0.0,1,H
22719,20171120,1500,0.0,1,H
37852,20171120,1500,0.0,1,H
22719,20171120,1600,0.0,1,H
37852,20171120,1600,0.0,1,H
22719,20171120,1700,0.0,1,H
37852,20171120,1700,0.0,1,H
22719,20171120,1800,0.0,1,H
37852,20171120,1800,0.0,1,H
22719,20171120,1900,0.0,1,H
37852,20171120,1900,0.0,1,H
22719,20171120,2000,0.0,1,H
37852,20171120,2000,0.0,1,H
22719,20171120,2100,0.0,1,H
37852,20171120,2100,0.0,1,H
22719,20171120,2200,0.0,1,H
37852,20171120,2200,0.0,1,H
22719,20171120,2300,0.0,1,H
37852,20171120,2300,0.0,1,H
22719,20171121,0000,0.0,1,H
37852,20171121,0000,0.0,1,H
22719,20171121,0100,0.0,1,H
